Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Product ID;Sales;Quantity;Discount;Profit
CA-2015-155068;23/10/2015;10/23/2015;Same Day;RA-19285;TEC-PH-10004897;R$ 55.944,00;7;20%;-R$ 132.867,00
CA-2015-155068;23/10/2015;10/23/2015;Same Day;RA-19285;OFF-AR-10002656;R$ 10.688,00;2;20%;R$ 22.712,00
CA-2015-155068;23/10/2015;10/23/2015;Same Day;RA-19285;TEC-PH-10004924;R$ 11.824,00;2;20%;R$ 10.346,00
CA-2017-163160;13/10/2017;10/16/2017;First Class;TS-21610;OFF-PA-10003127;R$ 63.312,00;3;20%;R$ 205.764,00
CA-2017-163160;13/10/2017;10/16/2017;First Class;TS-21610;OFF-BI-10000778;R$ 96.784,00;4;80%;-R$ 145.176,00
CA-2017-163160;13/10/2017;10/16/2017;First Class;TS-21610;FUR-FU-10001424;R$ 10.476,00;3;60%;-R$ 68.094,00
CA-2015-101924;04/09/2015;09/09/2015;Standard Class;KB-16585;OFF-BI-10000962;R$ 9.762,00;2;70%;-R$ 68.334,00
CA-2016-124793;14/03/2016;3/16/2016;First Class;MM-18280;FUR-CH-10002880;R$ 196.784,00;2;20%;-R$ 221.382,00
CA-2017-118367;28/10/2017;11/02/2017;Second Class;LO-17170;OFF-EN-10004386;R$ 47,98;2;0%;23.99
CA-2017-164819;15/10/2017;10/19/2017;Second Class;RS-19420;OFF-LA-10001045;R$ 13,05;5;0%;R$ 6.003,00
CA-2017-158344;07/08/2017;08/11/2017;Standard Class;CC-12475;TEC-AC-10002006;R$ 63,96;4;0%;R$ 198.276,00
CA-2017-123351;21/09/2017;9/25/2017;Standard Class;KT-16480;OFF-AP-10001242;R$ 80,48;1;0%;R$ 24.144,00
CA-2017-110429;03/11/2017;11/08/2017;Standard Class;DM-13015;OFF-BI-10000216;R$ 11.673,00;3;70%;-R$ 7.782,00
US-2016-131611;05/11/2016;11/09/2016;Standard Class;EP-13915;FUR-TA-10002774;R$ 863.128,00;8;30%;-R$ 1.602.952,00
US-2016-131611;05/11/2016;11/09/2016;Standard Class;EP-13915;OFF-BI-10004364;R$ 3.564,00;3;80%;-R$ 6.237,00
US-2016-131611;05/11/2016;11/09/2016;Standard Class;EP-13915;FUR-BO-10000780;R$ 9.566.648,00;7;32%;-R$ 2.250.976,00
US-2016-131611;05/11/2016;11/09/2016;Standard Class;EP-13915;OFF-BI-10001989;R$ 12.588,00;3;80%;-R$ 201.408,00
US-2016-131611;05/11/2016;11/09/2016;Standard Class;EP-13915;TEC-AC-10004001;R$ 171,96;5;20%;R$ 451.395,00
US-2017-124821;25/06/2017;6/29/2017;Second Class;AM-10705;FUR-TA-10000688;R$ 871,40;4;0%;R$ 148.138,00
CA-2015-166975;26/11/2015;11/30/2015;Standard Class;SH-20635;FUR-FU-10003930;R$ 692.472,00;11;20%;R$ 1.904.298,00
CA-2016-123806;24/11/2016;11/27/2016;Second Class;LA-16780;FUR-FU-10000965;R$ 207,76;4;0%;R$ 851.816,00
US-2017-158505;21/07/2017;7/21/2017;Same Day;SF-20200;TEC-PH-10004071;R$ 71.928,00;9;20%;R$ 62.937,00
US-2017-158505;21/07/2017;7/21/2017;Same Day;SF-20200;OFF-AR-10001044;R$ 25,99;1;0%;R$ 75.371,00
CA-2015-142692;23/10/2015;10/28/2015;Standard Class;AG-10495;OFF-BI-10004140;R$ 3.592,00;1;20%;R$ 11.225,00
CA-2015-123456;09/07/2015;7/13/2015;Standard Class;KN-16450;OFF-AP-10002684;R$ 48.632,00;2;80%;-121.58
CA-2017-151358;18/08/2017;8/22/2017;Standard Class;NF-18595;OFF-ST-10000046;R$ 323,10;2;0%;R$ 61.389,00
US-2016-107440;16/04/2016;4/20/2016;Standard Class;BS-11365;TEC-MA-10001047;R$ 9.099,93;7;0%;R$ 23.659.818,00
US-2016-107440;16/04/2016;4/20/2016;Standard Class;BS-11365;FUR-FU-10000550;R$ 9,96;2;0%;R$ 32.868,00
US-2016-107440;16/04/2016;4/20/2016;Standard Class;BS-11365;OFF-BI-10002432;R$ 25,30;5;0%;R$ 11.891,00
CA-2014-166989;14/11/2014;11/18/2014;Standard Class;RM-19675;OFF-PA-10004470;R$ 11,36;2;0%;R$ 52.256,00
CA-2014-166989;14/11/2014;11/18/2014;Standard Class;RM-19675;FUR-CH-10001797;R$ 69.264,00;2;10%;R$ 146.224,00
CA-2014-103100;20/12/2014;12/23/2014;First Class;AB-10105;OFF-LA-10003720;R$ 3,69;1;0%;R$ 17.343,00
CA-2014-103100;20/12/2014;12/23/2014;First Class;AB-10105;OFF-BI-10004600;R$ 1.103,97;3;0%;R$ 4.967.865,00
CA-2015-105690;21/11/2015;11/26/2015;Second Class;CA-11965;FUR-BO-10003965;R$ 2.461.328,00;2;32%;-R$ 760.116,00
CA-2015-105690;21/11/2015;11/26/2015;Second Class;CA-11965;OFF-LA-10000240;R$ 11.696,00;2;20%;R$ 39.474,00
CA-2015-105690;21/11/2015;11/26/2015;Second Class;CA-11965;TEC-CO-10001571;R$ 439.992,00;1;20%;R$ 164.997,00
CA-2017-127516;28/12/2017;01/03/2018;Standard Class;EH-14005;OFF-ST-10000736;R$ 64.784,00;1;20%;-R$ 129.568,00
US-2015-117184;17/05/2015;5/21/2015;Standard Class;ON-18715;OFF-BI-10002082;R$ 33,28;5;80%;-49.92
US-2015-117184;17/05/2015;5/21/2015;Standard Class;ON-18715;OFF-PA-10002250;R$ 14.088,00;3;20%;R$ 49.308,00
CA-2017-102407;09/12/2017;12/13/2017;Second Class;AT-10435;OFF-AR-10000122;R$ 11,16;2;0%;2.79
CA-2017-102407;09/12/2017;12/13/2017;Second Class;AT-10435;FUR-TA-10003748;R$ 896.328,00;9;20%;R$ 224.082,00
CA-2017-102407;09/12/2017;12/13/2017;Second Class;AT-10435;OFF-AP-10001394;R$ 189,00;1;0%;68.04
CA-2017-130967;10/03/2017;3/16/2017;Standard Class;EB-13870;TEC-PH-10004896;R$ 53.982,00;3;40%;-R$ 107.964,00
CA-2017-101581;22/10/2017;10/27/2017;Standard Class;DW-13195;FUR-TA-10002607;R$ 177.225,00;5;50%;-R$ 120.513,00
CA-2017-169124;03/07/2017;07/10/2017;Standard Class;MB-17305;FUR-FU-10001215;R$ 129,39;3;0%;R$ 543.438,00
CA-2017-117261;04/09/2017;09/10/2017;Standard Class;TH-21235;OFF-ST-10000419;R$ 54,32;4;0%;0.5432
CA-2017-129021;23/08/2017;8/26/2017;Second Class;PO-18850;TEC-PH-10001459;R$ 4.367.896,00;13;20%;R$ 3.275.922,00
CA-2017-129021;23/08/2017;8/26/2017;Second Class;PO-18850;OFF-PA-10000241;R$ 49.568,00;2;20%;15.49
CA-2017-129021;23/08/2017;8/26/2017;Second Class;PO-18850;OFF-AP-10003040;R$ 161.376,00;6;20%;R$ 121.032,00
CA-2017-129021;23/08/2017;8/26/2017;Second Class;PO-18850;FUR-FU-10001852;R$ 2.784,00;2;20%;0.4176
CA-2017-129021;23/08/2017;8/26/2017;Second Class;PO-18850;OFF-PA-10000141;R$ 8,72;5;20%;R$ 2.943,00
CA-2014-123253;22/08/2014;8/25/2014;Second Class;DE-13255;OFF-AR-10002804;R$ 3.912,00;1;20%;R$ 10.269,00
CA-2016-121601;04/10/2016;10/04/2016;Same Day;MO-17500;OFF-EN-10003862;R$ 59.752,00;7;20%;R$ 194.194,00
CA-2014-162278;26/10/2014;10/30/2014;Second Class;AH-10585;FUR-FU-10000448;R$ 63,92;4;0%;R$ 3.196,00
CA-2014-162278;26/10/2014;10/30/2014;Second Class;AH-10585;TEC-PH-10000526;R$ 383,96;5;20%;R$ 38.396,00
CA-2016-161095;28/06/2016;6/28/2016;Same Day;CS-12250;OFF-BI-10002764;R$ 7.752,00;3;20%;R$ 28.101,00
CA-2016-161095;28/06/2016;6/28/2016;Same Day;CS-12250;OFF-BI-10001524;R$ 33.568,00;2;20%;R$ 117.488,00
CA-2014-125829;04/11/2014;11/11/2014;Standard Class;WB-21850;TEC-PH-10001079;R$ 666.344,00;7;20%;R$ 666.344,00
CA-2014-125829;04/11/2014;11/11/2014;Standard Class;WB-21850;FUR-TA-10002041;R$ 573.728,00;4;20%;-R$ 645.444,00
CA-2014-125829;04/11/2014;11/11/2014;Standard Class;WB-21850;OFF-BI-10001036;R$ 21.936,00;3;20%;R$ 8.226,00
CA-2014-125829;04/11/2014;11/11/2014;Standard Class;WB-21850;OFF-PA-10000223;R$ 19,44;3;0%;R$ 93.312,00
CA-2014-125829;04/11/2014;11/11/2014;Standard Class;WB-21850;TEC-MA-10003246;R$ 447.968,00;4;20%;139.99
CA-2014-123127;08/09/2014;09/12/2014;Standard Class;SP-20620;OFF-AP-10001962;R$ 16,78;2;0%;R$ 4.195,00
CA-2015-115945;25/06/2015;07/01/2015;Standard Class;AB-10165;OFF-AR-10004062;R$ 20,96;2;0%;5.24
CA-2015-115945;25/06/2015;07/01/2015;Standard Class;AB-10165;OFF-BI-10004330;R$ 88.752,00;3;20%;R$ 27.735,00
CA-2015-115945;25/06/2015;07/01/2015;Standard Class;AB-10165;OFF-ST-10001963;R$ 304,23;3;0%;R$ 91.269,00
CA-2015-136735;26/07/2015;08/02/2015;Standard Class;HA-14920;OFF-EN-10002230;R$ 167,86;2;0%;R$ 788.942,00
US-2017-136189;07/12/2017;12/11/2017;Standard Class;DC-13285;FUR-FU-10000175;R$ 82,38;6;0%;R$ 255.378,00
CA-2014-152345;29/12/2014;01/03/2015;Second Class;ST-20530;TEC-PH-10004897;R$ 23.976,00;3;20%;-R$ 56.943,00
CA-2014-152345;29/12/2014;01/03/2015;Second Class;ST-20530;OFF-ST-10003123;R$ 33,29;1;0%;R$ 79.896,00
US-2015-147662;14/02/2015;2/19/2015;Standard Class;KB-16315;OFF-BI-10001658;R$ 14.952,00;2;70%;-R$ 119.616,00
US-2015-147662;14/02/2015;2/19/2015;Standard Class;KB-16315;TEC-PH-10002834;R$ 323.982,00;3;40%;-R$ 809.955,00
US-2015-147662;14/02/2015;2/19/2015;Standard Class;KB-16315;OFF-BI-10002160;R$ 2.286,00;2;70%;-R$ 16.764,00
US-2015-147662;14/02/2015;2/19/2015;Standard Class;KB-16315;OFF-AR-10004999;R$ 14.352,00;3;20%;0.897
US-2015-147662;14/02/2015;2/19/2015;Standard Class;KB-16315;TEC-AC-10003280;R$ 71.976,00;3;20%;0.8997
CA-2016-153346;25/01/2016;1/27/2016;First Class;TB-21355;OFF-AR-10000315;R$ 9,21;3;0%;R$ 23.025,00
CA-2016-153346;25/01/2016;1/27/2016;First Class;TB-21355;OFF-PA-10000007;R$ 18,00;5;0%;8.28
CA-2017-118360;01/04/2017;04/07/2017;Standard Class;JC-15775;OFF-PA-10000791;R$ 42,93;9;0%;R$ 193.185,00
CA-2017-149853;03/10/2017;10/09/2017;Standard Class;PO-18850;OFF-PA-10000556;R$ 15.552,00;3;20%;R$ 54.432,00
CA-2017-149853;03/10/2017;10/09/2017;Standard Class;PO-18850;OFF-AP-10000804;R$ 17,92;5;20%;1.12
CA-2017-107909;01/09/2017;09/06/2017;Standard Class;SS-20875;TEC-AC-10001998;R$ 19,99;1;0%;R$ 67.966,00
CA-2017-107909;01/09/2017;09/06/2017;Standard Class;SS-20875;OFF-BI-10003476;R$ 22,92;5;20%;R$ 8.022,00
CA-2015-112375;21/12/2015;12/27/2015;Standard Class;RD-19720;TEC-AC-10003237;R$ 50,88;6;20%;R$ 14.628,00
CA-2015-112375;21/12/2015;12/27/2015;Standard Class;RD-19720;OFF-EN-10003798;R$ 27.312,00;2;20%;R$ 92.178,00
CA-2015-154795;20/12/2015;12/24/2015;Standard Class;GZ-14470;OFF-EN-10003068;R$ 7,92;1;20%;R$ 2.772,00
CA-2015-154795;20/12/2015;12/24/2015;Standard Class;GZ-14470;FUR-FU-10002088;R$ 14.368,00;2;20%;R$ 39.512,00
CA-2015-125234;27/11/2015;12/01/2015;Standard Class;SN-20710;TEC-AC-10000158;R$ 107,97;3;0%;R$ 226.737,00
CA-2015-125234;27/11/2015;12/01/2015;Standard Class;SN-20710;OFF-PA-10000482;R$ 113,82;3;0%;R$ 534.954,00
CA-2017-133501;27/08/2017;09/01/2017;Standard Class;DK-12895;OFF-PA-10004888;R$ 5.184,00;1;20%;R$ 18.144,00
US-2014-129609;22/03/2014;3/22/2014;Same Day;VM-21835;OFF-AR-10003478;R$ 16,28;2;0%;R$ 6.512,00
CA-2017-130309;17/12/2017;12/21/2017;Standard Class;GB-14575;OFF-ST-10003208;R$ 544,38;3;0%;R$ 1.578.702,00
CA-2017-105410;19/03/2017;3/22/2017;First Class;ND-18370;OFF-BI-10004970;R$ 19.824,00;6;20%;R$ 66.906,00
CA-2017-105410;19/03/2017;3/22/2017;First Class;ND-18370;TEC-PH-10000038;R$ 657.504,00;6;20%;-R$ 1.315.008,00
CA-2017-105410;19/03/2017;3/22/2017;First Class;ND-18370;TEC-AC-10001552;R$ 99,54;2;0%;R$ 109.494,00
CA-2017-105410;19/03/2017;3/22/2017;First Class;ND-18370;TEC-AC-10002926;R$ 199,96;4;0%;R$ 859.828,00
CA-2016-120355;18/09/2016;9/25/2016;Standard Class;MM-17260;FUR-CH-10001394;R$ 631.782,00;2;10%;R$ 140.396,00
CA-2016-120355;18/09/2016;9/25/2016;Standard Class;MM-17260;FUR-FU-10004053;R$ 60,72;3;0%;R$ 261.096,00
CA-2017-169894;24/11/2017;11/29/2017;Second Class;MV-17485;OFF-BI-10004230;R$ 20.724,00;2;70%;-R$ 151.976,00
CA-2017-169894;24/11/2017;11/29/2017;Second Class;MV-17485;OFF-ST-10000060;R$ 415.872,00;8;20%;-R$ 415.872,00
US-2017-100482;11/04/2017;4/15/2017;Standard Class;JL-15130;OFF-ST-10001325;R$ 16.768,00;2;20%;R$ 14.672,00
US-2017-100482;11/04/2017;4/15/2017;Standard Class;JL-15130;TEC-AC-10003441;R$ 27,12;2;20%;-R$ 4.746,00
CA-2017-107748;10/12/2017;12/12/2017;Second Class;AG-10330;TEC-PH-10003215;R$ 95,84;4;20%;R$ 34.742,00
CA-2017-107748;10/12/2017;12/12/2017;Second Class;AG-10330;OFF-PA-10002005;R$ 12,96;2;0%;R$ 62.208,00
CA-2017-153654;24/11/2017;11/26/2017;Second Class;MD-17860;OFF-BI-10004465;R$ 19.008,00;8;70%;-R$ 12.672,00
CA-2015-155600;04/12/2015;12/07/2015;Second Class;RO-19780;OFF-BI-10000545;R$ 1.598.058,00;7;70%;-R$ 1.065.372,00
CA-2015-155600;04/12/2015;12/07/2015;Second Class;RO-19780;OFF-AR-10003752;R$ 36,96;4;20%;R$ 12.012,00
CA-2017-162565;11/12/2017;12/11/2017;Same Day;RR-19315;OFF-PA-10001937;R$ 10.368,00;2;20%;R$ 36.288,00
CA-2017-162565;11/12/2017;12/11/2017;Same Day;RR-19315;FUR-FU-10004306;R$ 77,72;1;60%;-R$ 66.062,00
CA-2017-162565;11/12/2017;12/11/2017;Same Day;RR-19315;FUR-CH-10003973;R$ 520.464,00;2;30%;-R$ 148.704,00
CA-2016-127642;21/05/2016;5/23/2016;First Class;CP-12340;OFF-PA-10000565;R$ 111,96;2;0%;R$ 548.604,00
US-2017-163195;17/02/2017;2/21/2017;Second Class;LL-16840;TEC-PH-10003875;R$ 29,16;3;0%;R$ 84.564,00
CA-2017-111332;20/05/2017;5/22/2017;Second Class;NC-18340;OFF-AR-10001953;R$ 131,94;3;0%;R$ 356.238,00
CA-2017-111332;20/05/2017;5/22/2017;Second Class;NC-18340;OFF-AR-10001374;R$ 25,92;4;0%;R$ 82.944,00
CA-2017-111332;20/05/2017;5/22/2017;Second Class;NC-18340;OFF-ST-10003816;R$ 704,76;4;0%;R$ 1.620.948,00
CA-2017-111332;20/05/2017;5/22/2017;Second Class;NC-18340;OFF-FA-10001843;R$ 7,41;3;0%;R$ 34.827,00
CA-2017-111332;20/05/2017;5/22/2017;Second Class;NC-18340;OFF-AR-10000657;R$ 21,50;10;0%;R$ 7.095,00
CA-2017-117044;11/09/2017;9/13/2017;Second Class;HA-14920;OFF-FA-10000936;R$ 10.528,00;4;20%;3.29
CA-2017-117044;11/09/2017;9/13/2017;Second Class;HA-14920;OFF-PA-10003657;R$ 20.544,00;6;20%;6.42
US-2016-165078;05/11/2016;11/10/2016;Standard Class;MA-17995;OFF-BI-10001989;R$ 104,90;5;0%;R$ 50.352,00
US-2016-165078;05/11/2016;11/10/2016;Standard Class;MA-17995;OFF-AR-10002987;R$ 39,68;2;0%;R$ 162.688,00
US-2016-165078;05/11/2016;11/10/2016;Standard Class;MA-17995;OFF-LA-10000414;R$ 51,75;5;0%;24.84
US-2017-169320;23/07/2017;7/25/2017;Second Class;LH-16900;OFF-AR-10003602;R$ 11,68;2;0%;R$ 54.896,00
US-2017-169320;23/07/2017;7/25/2017;Second Class;LH-16900;TEC-AC-10002550;R$ 159,75;5;0%;R$ 111.825,00
CA-2016-158575;18/11/2016;11/24/2016;Standard Class;SB-20290;OFF-AP-10002998;R$ 103.968,00;6;20%;R$ 168.948,00
CA-2014-166954;25/04/2014;4/30/2014;Standard Class;BT-11305;FUR-FU-10003708;R$ 303,25;5;0%;R$ 636.825,00
CA-2014-166954;25/04/2014;4/30/2014;Standard Class;BT-11305;OFF-AP-10001391;R$ 270,72;3;0%;R$ 785.088,00
CA-2014-166954;25/04/2014;4/30/2014;Standard Class;BT-11305;FUR-CH-10003973;R$ 1.487,04;5;20%;R$ 148.704,00
CA-2015-140830;30/11/2015;12/02/2015;Second Class;PS-18970;OFF-EN-10000461;R$ 17,48;2;0%;R$ 82.156,00
CA-2015-140830;30/11/2015;12/02/2015;Second Class;PS-18970;OFF-EN-10002831;R$ 71,88;2;0%;R$ 32.346,00
CA-2015-152891;25/10/2015;10/30/2015;Standard Class;TB-21625;OFF-AR-10004648;R$ 60,45;3;0%;R$ 163.215,00
CA-2015-152891;25/10/2015;10/30/2015;Standard Class;TB-21625;FUR-TA-10001857;R$ 253.176,00;3;20%;-R$ 31.647,00
US-2015-122784;20/07/2015;7/27/2015;Standard Class;RA-19915;OFF-BI-10000546;R$ 2,88;5;80%;-R$ 4.464,00
US-2015-122784;20/07/2015;7/27/2015;Standard Class;RA-19915;FUR-BO-10004690;R$ 384.944,00;4;30%;-R$ 1.264.816,00
US-2015-122784;20/07/2015;7/27/2015;Standard Class;RA-19915;TEC-PH-10001557;R$ 153.584,00;2;20%;R$ 134.386,00
US-2015-122784;20/07/2015;7/27/2015;Standard Class;RA-19915;FUR-BO-10002545;R$ 913,43;5;30%;-R$ 52.196,00
CA-2016-156811;27/10/2016;11/02/2016;Standard Class;BP-11095;OFF-AP-10001366;R$ 43,92;4;0%;R$ 118.584,00
CA-2016-156811;27/10/2016;11/02/2016;Standard Class;BP-11095;OFF-BI-10001628;R$ 25.032,00;3;20%;R$ 78.225,00
CA-2017-111556;20/11/2017;11/22/2017;First Class;CD-11920;OFF-PA-10003651;R$ 46,76;7;0%;R$ 224.448,00
CA-2017-111556;20/11/2017;11/22/2017;First Class;CD-11920;FUR-BO-10003159;R$ 183.968,00;2;20%;-R$ 252.956,00
CA-2017-111556;20/11/2017;11/22/2017;First Class;CD-11920;TEC-PH-10001459;R$ 1.259,97;3;0%;R$ 3.275.922,00
CA-2017-111556;20/11/2017;11/22/2017;First Class;CD-11920;OFF-AR-10004602;R$ 68,97;3;0%;R$ 193.116,00
CA-2016-108868;08/09/2016;09/12/2016;Standard Class;KB-16585;OFF-AR-10001953;R$ 70.368,00;2;20%;R$ 61.572,00
CA-2016-108868;08/09/2016;09/12/2016;Standard Class;KB-16585;TEC-PH-10000923;R$ 59,96;5;20%;R$ 217.355,00
CA-2014-142965;20/07/2014;7/20/2014;Same Day;SW-20245;OFF-ST-10002583;R$ 25.984,00;1;20%;-R$ 51.968,00
CA-2014-142965;20/07/2014;7/20/2014;Same Day;SW-20245;OFF-BI-10000977;R$ 27,36;3;70%;-R$ 21.888,00
CA-2016-148740;15/11/2016;11/19/2016;Standard Class;AH-10690;TEC-PH-10002549;R$ 361.376,00;2;20%;R$ 271.032,00
US-2014-138758;07/07/2014;07/11/2014;Standard Class;JL-15835;FUR-CH-10002880;R$ 172.186,00;2;30%;-R$ 467.362,00
US-2014-138758;07/07/2014;07/11/2014;Standard Class;JL-15835;FUR-FU-10003039;R$ 69.008,00;2;20%;R$ 120.764,00
CA-2016-131737;17/03/2016;3/17/2016;Same Day;GZ-14470;OFF-EN-10003055;R$ 199,90;5;0%;R$ 89.955,00
CA-2016-131737;17/03/2016;3/17/2016;Same Day;GZ-14470;OFF-AP-10002945;R$ 901,95;3;0%;R$ 2.976.435,00
CA-2016-131737;17/03/2016;3/17/2016;Same Day;GZ-14470;FUR-FU-10004306;R$ 971,50;5;0%;252.59
CA-2016-114538;26/12/2016;12/27/2016;First Class;RC-19825;OFF-AR-10002445;R$ 11.328,00;2;20%;R$ 25.488,00
CA-2014-127936;02/09/2014;09/04/2014;First Class;CL-12565;OFF-AR-10002445;R$ 21,24;3;0%;R$ 80.712,00
CA-2015-164336;05/07/2015;07/10/2015;Standard Class;MW-18220;TEC-AC-10002345;R$ 34,80;3;20%;R$ 2.175,00
CA-2015-164336;05/07/2015;07/10/2015;Standard Class;MW-18220;OFF-ST-10001558;R$ 38.976,00;3;20%;-R$ 2.436,00
CA-2016-100041;20/11/2016;11/25/2016;Standard Class;BF-10975;OFF-PA-10001622;R$ 9,08;2;0%;R$ 4.086,00
CA-2016-100041;20/11/2016;11/25/2016;Standard Class;BF-10975;OFF-PA-10000418;R$ 314,55;3;0%;R$ 150.984,00
CA-2016-100041;20/11/2016;11/25/2016;Standard Class;BF-10975;OFF-BI-10000343;R$ 4,91;1;0%;R$ 23.077,00
US-2014-154879;06/05/2014;05/11/2014;Standard Class;SN-20710;OFF-LA-10004425;R$ 5,78;2;0%;R$ 27.166,00
US-2014-154879;06/05/2014;05/11/2014;Standard Class;SN-20710;OFF-AR-10001897;R$ 107,94;6;0%;R$ 302.232,00
CA-2014-130624;21/06/2014;6/24/2014;First Class;TB-21280;OFF-PA-10003883;R$ 19,65;3;0%;R$ 9.039,00
CA-2014-130624;21/06/2014;6/24/2014;First Class;TB-21280;TEC-PH-10003963;R$ 617,97;3;0%;R$ 1.606.722,00
CA-2014-130624;21/06/2014;6/24/2014;First Class;TB-21280;OFF-AP-10001303;R$ 59,70;3;0%;R$ 26.865,00
CA-2017-132339;19/08/2017;8/23/2017;Standard Class;JB-15400;OFF-BI-10003925;R$ 387,99;1;0%;R$ 1.823.553,00
CA-2014-153983;29/11/2014;12/06/2014;Standard Class;AH-10210;TEC-PH-10004586;R$ 575,92;2;20%;71.99
CA-2014-153983;29/11/2014;12/06/2014;Standard Class;AH-10210;OFF-FA-10003495;R$ 30,40;5;0%;15.2
CA-2017-112900;09/04/2017;04/12/2017;Second Class;KL-16645;OFF-BI-10002867;R$ 478,24;8;0%;R$ 2.199.904,00
CA-2014-160157;20/12/2014;12/27/2014;Standard Class;MH-17455;FUR-FU-10003773;R$ 190.848,00;3;20%;-R$ 214.704,00
CA-2014-139633;17/12/2014;12/24/2014;Standard Class;EC-14050;OFF-BI-10002954;R$ 5.484,00;4;70%;-R$ 40.216,00
CA-2015-163090;17/11/2015;11/21/2015;Second Class;GH-14665;OFF-SU-10002537;R$ 40,92;5;20%;R$ 3.069,00
CA-2014-117016;04/03/2014;03/09/2014;Standard Class;SC-20095;OFF-AR-10001374;R$ 15.552,00;3;20%;R$ 23.328,00
CA-2017-159464;18/05/2017;5/19/2017;First Class;TB-21355;OFF-AP-10001492;R$ 17,24;2;0%;R$ 44.824,00
CA-2017-159464;18/05/2017;5/19/2017;First Class;TB-21355;FUR-BO-10003546;R$ 302,94;3;0%;R$ 75.735,00
CA-2017-159464;18/05/2017;5/19/2017;First Class;TB-21355;TEC-PH-10002185;R$ 34,75;5;0%;R$ 156.375,00
CA-2017-159464;18/05/2017;5/19/2017;First Class;TB-21355;OFF-BI-10000315;R$ 113,94;6;0%;R$ 546.912,00
CA-2017-159464;18/05/2017;5/19/2017;First Class;TB-21355;TEC-PH-10002350;R$ 55,98;2;0%;R$ 156.744,00
US-2017-103226;22/09/2017;9/28/2017;Standard Class;DW-13195;OFF-PA-10002666;R$ 27,18;3;0%;R$ 12.231,00
CA-2017-119452;21/03/2017;3/27/2017;Standard Class;CL-12565;FUR-CH-10004495;R$ 1.805,88;6;0%;R$ 5.237.052,00
CA-2017-147725;14/09/2017;9/14/2017;Same Day;LT-17110;OFF-AR-10001725;R$ 70,95;3;0%;R$ 18.447,00
CA-2016-168893;03/11/2016;11/08/2016;Second Class;AP-10915;OFF-FA-10002280;R$ 20,00;4;0%;9.6
CA-2016-168893;03/11/2016;11/08/2016;Second Class;AP-10915;OFF-AR-10001770;R$ 7,98;3;0%;R$ 20.748,00
CA-2016-168893;03/11/2016;11/08/2016;Second Class;AP-10915;FUR-FU-10002885;R$ 24,10;5;0%;R$ 9.158,00
CA-2016-168893;03/11/2016;11/08/2016;Second Class;AP-10915;OFF-AR-10003772;R$ 8,75;1;0%;R$ 2.625,00
CA-2016-168893;03/11/2016;11/08/2016;Second Class;AP-10915;FUR-TA-10003392;R$ 842,94;3;0%;R$ 1.601.586,00
CA-2016-163398;03/05/2016;05/08/2016;Standard Class;CB-12415;OFF-BI-10000014;R$ 2.182,00;1;80%;-R$ 36.003,00
CA-2016-163398;03/05/2016;05/08/2016;Standard Class;CB-12415;OFF-AR-10003217;R$ 27.384,00;7;20%;R$ 27.384,00
CA-2016-163398;03/05/2016;05/08/2016;Standard Class;CB-12415;OFF-AP-10002403;R$ 26.406,00;3;80%;-R$ 712.962,00
CA-2016-162726;27/12/2016;01/02/2017;Standard Class;MT-17815;OFF-PA-10001972;R$ 10.368,00;2;20%;R$ 36.288,00
CA-2016-162726;27/12/2016;01/02/2017;Standard Class;MT-17815;OFF-PA-10004041;R$ 23,68;4;20%;7.4
US-2016-111290;22/07/2016;7/26/2016;Standard Class;DK-13375;TEC-AC-10004975;R$ 109,95;1;0%;R$ 362.835,00
US-2016-111290;22/07/2016;7/26/2016;Standard Class;DK-13375;OFF-ST-10001932;R$ 965,85;5;0%;R$ 135.219,00
US-2016-111290;22/07/2016;7/26/2016;Standard Class;DK-13375;OFF-AR-10001761;R$ 29,20;5;0%;R$ 10.512,00
US-2016-111290;22/07/2016;7/26/2016;Standard Class;DK-13375;OFF-PA-10002262;R$ 32,40;5;0%;R$ 15.552,00
US-2014-147704;16/11/2014;11/21/2014;Standard Class;SR-20740;OFF-EN-10004483;R$ 78,35;5;0%;R$ 368.245,00
US-2014-147704;16/11/2014;11/21/2014;Standard Class;SR-20740;OFF-PA-10003270;R$ 31,68;6;0%;R$ 14.256,00
US-2014-147704;16/11/2014;11/21/2014;Standard Class;SR-20740;OFF-BI-10001634;R$ 29,12;4;0%;R$ 142.688,00
US-2014-147704;16/11/2014;11/21/2014;Standard Class;SR-20740;OFF-ST-10000675;R$ 169,45;5;0%;R$ 423.625,00
CA-2015-121965;19/06/2015;6/23/2015;Standard Class;LH-17155;FUR-FU-10000732;R$ 12,56;2;0%;R$ 40.192,00
CA-2015-121965;19/06/2015;6/23/2015;Standard Class;LH-17155;OFF-PA-10004355;R$ 6,48;1;0%;R$ 31.104,00
CA-2015-121965;19/06/2015;6/23/2015;Standard Class;LH-17155;OFF-EN-10000056;R$ 186,69;3;0%;R$ 877.443,00
CA-2016-147137;04/07/2016;07/06/2016;First Class;AA-10645;FUR-FU-10000221;R$ 25,40;5;0%;R$ 8.636,00
CA-2016-147137;04/07/2016;07/06/2016;First Class;AA-10645;OFF-EN-10003567;R$ 43,96;2;0%;R$ 206.612,00
